,symbol,metric,value
6344,SNPS,Market Cap (intraday),88.637B 
6345,SNPS,Beta (5Y Monthly),1.07
6346,SNPS,PE Ratio (TTM),63.16 
6347,SNPS,EPS (TTM),9.16 
6348,SNPS,Earnings Date,"Aug 14, 2024 - Aug 19, 2024"
6349,SNPS,Forward Dividend & Yield,--
6350,SNPS,Ex-Dividend Date,--
6351,SNPS,1y Target Est,647.86 
6352,SYY,Previous Close,72.25 
6353,SYY,Open,71.97 
6354,SYY,Bid,71.90 x 1200
6355,SYY,Ask,71.92 x 1100
6356,SYY,Day's Range,71.79 - 72.25 
6357,SYY,52 Week Range,62.24 - 82.89 
6358,SYY,Volume,"648,645 "
6359,SYY,Avg. Volume,"2,878,620 "
6360,SYY,Market Cap (intraday),35.847B 
6361,SYY,Beta (5Y Monthly),1.17
6362,SYY,PE Ratio (TTM),17.56 
6363,SYY,EPS (TTM),4.10 
6364,SYY,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
6365,SYY,Forward Dividend & Yield,2.04 (2.82%)
6366,SYY,Ex-Dividend Date,"Jul 5, 2024"
6367,SYY,1y Target Est,85.10 
6368,TMUS,Previous Close,180.69 
6369,TMUS,Open,180.76 
6370,TMUS,Bid,179.89 x 100
6371,TMUS,Ask,180.05 x 100
6372,TMUS,Day's Range,179.19 - 180.90 
6373,TMUS,52 Week Range,127.72 - 182.67 
6374,TMUS,Volume,"1,318,179 "
6375,TMUS,Avg. Volume,"4,688,138 "
6376,TMUS,Market Cap (intraday),210.91B 
6377,TMUS,Beta (5Y Monthly),0.50
6378,TMUS,PE Ratio (TTM),24.49 
6379,TMUS,EPS (TTM),7.35 
6380,TMUS,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
6381,TMUS,Forward Dividend & Yield,2.60 (1.44%)
6382,TMUS,Ex-Dividend Date,"May 31, 2024"
6383,TMUS,1y Target Est,188.47 
6384,TROW,Previous Close,115.07 
6385,TROW,Open,114.38 
6386,TROW,Bid,114.00 x 200
6387,TROW,Ask,114.21 x 200
6388,TROW,Day's Range,113.85 - 114.61 
6389,TROW,52 Week Range,87.43 - 132.76 
6390,TROW,Volume,"229,233 "
6391,TROW,Avg. Volume,"1,346,298 "
6392,TROW,Market Cap (intraday),25.476B 
6393,TROW,Beta (5Y Monthly),1.44
6394,TROW,PE Ratio (TTM),13.55 
6395,TROW,EPS (TTM),8.42 
6396,TROW,Earnings Date,"Jul 26, 2024 - Jul 30, 2024"
6397,TROW,Forward Dividend & Yield,4.96 (4.31%)
6398,TROW,Ex-Dividend Date,"Jun 14, 2024"
6399,TROW,1y Target Est,116.60 
6400,TTWO,Previous Close,164.77 
6401,TTWO,Open,164.12 
6402,TTWO,Bid,160.40 x 100
6403,TTWO,Ask,160.55 x 1400
6404,TTWO,Day's Range,159.84 - 165.40 
6405,TTWO,52 Week Range,130.34 - 171.59 
6406,TTWO,Volume,"1,221,743 "
6407,TTWO,Avg. Volume,"1,743,447 "
6408,TTWO,Market Cap (intraday),27.494B 
6409,TTWO,Beta (5Y Monthly),0.84
6410,TTWO,PE Ratio (TTM),-- 
6411,TTWO,EPS (TTM),-22.01 
6412,TTWO,Earnings Date,"Aug 6, 2024 - Aug 12, 2024"
6413,TTWO,Forward Dividend & Yield,--
6414,TTWO,Ex-Dividend Date,--
6415,TTWO,1y Target Est,175.02 
6416,TPR,Previous Close,44.19 
6417,TPR,Open,43.95 
6418,TPR,Bid,43.05 x 900
6419,TPR,Ask,43.08 x 900
6420,TPR,Day's Range,43.00 - 44.25 
6421,TPR,52 Week Range,25.99 - 48.80 
6422,TPR,Volume,"632,326 "
6423,TPR,Avg. Volume,"3,603,252 "
6424,TPR,Market Cap (intraday),9.894B 
6425,TPR,Beta (5Y Monthly),1.63
6426,TPR,PE Ratio (TTM),11.42 
6427,TPR,EPS (TTM),3.77 
6428,TPR,Earnings Date,"Aug 15, 2024 - Aug 19, 2024"
6429,TPR,Forward Dividend & Yield,1.40 (3.17%)
6430,TPR,Ex-Dividend Date,"Jun 7, 2024"
6431,TPR,1y Target Est,49.31 
6432,TGT,Previous Close,146.00 
6433,TGT,Open,146.05 
6434,TGT,Bid,147.15 x 800
6435,TGT,Ask,148.44 x 800
6436,TGT,Day's Range,145.57 - 148.91 
6437,TGT,52 Week Range,102.93 - 181.86 
6438,TGT,Volume,"3,050,139 "
6439,TGT,Avg. Volume,"3,787,868 "
6440,TGT,Market Cap (intraday),68.711B 
6441,TGT,Beta (5Y Monthly),1.20
6442,TGT,PE Ratio (TTM),16.63 
6443,TGT,EPS (TTM),8.93 
6444,TGT,Earnings Date,"Aug 14, 2024 - Aug 19, 2024"
6445,TGT,Forward Dividend & Yield,4.40 (2.96%)
6446,TGT,Ex-Dividend Date,"May 14, 2024"
6447,TGT,1y Target Est,177.02 
6448,TEL,Previous Close,149.17 
6449,TEL,Open,148.52 
6450,TEL,Bid,148.23 x 800
6451,TEL,Ask,150.81 x 900
6452,TEL,Day's Range,148.52 - 149.78 
6453,TEL,52 Week Range,115.00 - 152.79 
6454,TEL,Volume,"1,336,391 "
6455,TEL,Avg. Volume,"1,840,882 "
6456,TEL,Market Cap (intraday),45.833B 
6457,TEL,Beta (5Y Monthly),1.35
6458,TEL,PE Ratio (TTM),13.66 
6459,TEL,EPS (TTM),10.96 
6460,TEL,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6461,TEL,Forward Dividend & Yield,2.60 (1.74%)
6462,TEL,Ex-Dividend Date,"Aug 22, 2024"
6463,TEL,1y Target Est,165.70 
6464,TDY,Previous Close,393.00 
6465,TDY,Open,391.00 
6466,TDY,Bid,389.85 x 2900
6467,TDY,Ask,429.38 x 1000
6468,TDY,Day's Range,388.92 - 394.87 
6469,TDY,52 Week Range,355.41 - 448.19 
6470,TDY,Volume,"245,242 "
6471,TDY,Avg. Volume,"262,273 "
6472,TDY,Market Cap (intraday),18.45B 
6473,TDY,Beta (5Y Monthly),1.04
6474,TDY,PE Ratio (TTM),21.05 
6475,TDY,EPS (TTM),18.48 
6476,TDY,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
6477,TDY,Forward Dividend & Yield,--
6478,TDY,Ex-Dividend Date,--
6479,TDY,1y Target Est,464.97 
6480,TER,Previous Close,143.08 
6481,TER,Open,142.01 
6482,TER,Bid,141.65 x 100
6483,TER,Ask,143.06 x 1100
6484,TER,Day's Range,141.44 - 142.21 
6485,TER,52 Week Range,81.08 - 146.53 
6486,TER,Volume,"12,708 "
6487,TER,Avg. Volume,"2,189,787 "
6488,TER,Market Cap (intraday),22.176B 
6489,TER,Beta (5Y Monthly),1.51
6490,TER,PE Ratio (TTM),54.01 
6491,TER,EPS (TTM),2.63 
6492,TER,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6493,TER,Forward Dividend & Yield,0.48 (0.34%)
6494,TER,Ex-Dividend Date,"May 21, 2024"
6495,TER,1y Target Est,129.66 
6496,TSLA,Previous Close,173.79 
6497,TSLA,Open,173.92 
6498,TSLA,Bid,167.53 x 300
6499,TSLA,Ask,167.74 x 300
6500,TSLA,Day's Range,167.58 - 174.75 
6501,TSLA,52 Week Range,138.80 - 299.29 
6502,TSLA,Volume,"37,757,816 "
6503,TSLA,Avg. Volume,"90,353,330 "
6504,TSLA,Market Cap (intraday),534.615B 
6505,TSLA,Beta (5Y Monthly),2.32
6506,TSLA,PE Ratio (TTM),42.87 
6507,TSLA,EPS (TTM),3.91 
6508,TSLA,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
6509,TSLA,Forward Dividend & Yield,--
6510,TSLA,Ex-Dividend Date,--
6511,TSLA,1y Target Est,169.32 
6512,TXN,Previous Close,196.24 
6513,TXN,Open,196.24 
6514,TXN,Bid,195.53 x 200
6515,TXN,Ask,195.66 x 200
6516,TXN,Day's Range,194.78 - 197.38 
6517,TXN,52 Week Range,139.48 - 206.00 
6518,TXN,Volume,"3,308,561 "
6519,TXN,Avg. Volume,"5,668,446 "
6520,TXN,Market Cap (intraday),178.099B 
6521,TXN,Beta (5Y Monthly),0.99
6522,TXN,PE Ratio (TTM),30.47 
6523,TXN,EPS (TTM),6.42 
6524,TXN,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
6525,TXN,Forward Dividend & Yield,5.20 (2.66%)
6526,TXN,Ex-Dividend Date,"May 7, 2024"
6527,TXN,1y Target Est,180.44 
6528,TXT,Previous Close,86.34 
6529,TXT,Open,85.86 
6530,TXT,Bid,85.27 x 800
6531,TXT,Ask,85.32 x 800
6532,TXT,Day's Range,84.91 - 85.94 
6533,TXT,52 Week Range,64.42 - 97.34 
6534,TXT,Volume,"200,984 "
6535,TXT,Avg. Volume,"1,133,617 "
6536,TXT,Market Cap (intraday),16.278B 
6537,TXT,Beta (5Y Monthly),1.29
6538,TXT,PE Ratio (TTM),18.24 
6539,TXT,EPS (TTM),4.68 
6540,TXT,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
6541,TXT,Forward Dividend & Yield,0.08 (0.09%)
6542,TXT,Ex-Dividend Date,"Jun 14, 2024"
6543,TXT,1y Target Est,99.62 
6544,TMO,Previous Close,581.09 
6545,TMO,Open,580.00 
6546,TMO,Bid,--
6547,TMO,Ask,--
6548,TMO,Day's Range,575.86 - 582.28 
6549,TMO,52 Week Range,415.60 - 603.82 
6550,TMO,Volume,"1,473,718 "
6551,TMO,Avg. Volume,"1,333,753 "
6552,TMO,Market Cap (intraday),221.96B 
6553,TMO,Beta (5Y Monthly),0.79
6554,TMO,PE Ratio (TTM),37.32 
6555,TMO,EPS (TTM),15.58 
6556,TMO,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6557,TMO,Forward Dividend & Yield,1.56 (0.27%)
6558,TMO,Ex-Dividend Date,"Jun 14, 2024"
6559,TMO,1y Target Est,626.25 
6560,TJX,Previous Close,107.32 
6561,TJX,Open,107.30 
6562,TJX,Bid,107.02 x 800
6563,TJX,Ask,107.04 x 800
6564,TJX,Day's Range,106.82 - 107.40 
6565,TJX,52 Week Range,79.63 - 108.58 
6566,TJX,Volume,"1,187,330 "
6567,TJX,Avg. Volume,"5,982,309 "
6568,TJX,Market Cap (intraday),121.141B 
6569,TJX,Beta (5Y Monthly),0.88
6570,TJX,PE Ratio (TTM),26.53 
6571,TJX,EPS (TTM),4.04 
6572,TJX,Earnings Date,"Aug 21, 2024 - Aug 22, 2024"
6573,TJX,Forward Dividend & Yield,1.50 (1.40%)
6574,TJX,Ex-Dividend Date,"Aug 15, 2024"
6575,TJX,1y Target Est,114.83 
6576,TSCO,Previous Close,273.62 
6577,TSCO,Open,273.00 
6578,TSCO,Bid,275.12 x 100
6579,TSCO,Ask,276.09 x 100
6580,TSCO,Day's Range,271.54 - 276.26 
6581,TSCO,52 Week Range,185.00 - 287.89 
6582,TSCO,Volume,"230,479 "
6583,TSCO,Avg. Volume,"1,043,725 "
6584,TSCO,Market Cap (intraday),29.706B 
6585,TSCO,Beta (5Y Monthly),0.82
6586,TSCO,PE Ratio (TTM),26.83 
6587,TSCO,EPS (TTM),10.27 
6588,TSCO,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
6589,TSCO,Forward Dividend & Yield,4.40 (1.61%)
6590,TSCO,Ex-Dividend Date,"May 24, 2024"
6591,TSCO,1y Target Est,272.85 
6592,TT,Previous Close,325.08 
6593,TT,Open,323.18 
6594,TT,Bid,322.37 x 900
6595,TT,Ask,322.84 x 1100
6596,TT,Day's Range,320.90 - 324.37 
6597,TT,52 Week Range,176.31 - 338.09 
6598,TT,Volume,"290,417 "
6599,TT,Avg. Volume,"976,009 "
6600,TT,Market Cap (intraday),73.159B 
6601,TT,Beta (5Y Monthly),1.21
6602,TT,PE Ratio (TTM),34.17 
6603,TT,EPS (TTM),9.46 
6604,TT,Earnings Date,"Aug 2, 2024 - Aug 17, 2024"
6605,TT,Forward Dividend & Yield,3.36 (1.03%)
6606,TT,Ex-Dividend Date,"Sep 6, 2024"
6607,TT,1y Target Est,339.23 
6608,TRV,Previous Close,211.90 
6609,TRV,Open,211.01 
6610,TRV,Bid,--
6611,TRV,Ask,233.33 x 800
6612,TRV,Day's Range,210.02 - 213.41 
6613,TRV,52 Week Range,157.33 - 232.75 
6614,TRV,Volume,"760,299 "
6615,TRV,Avg. Volume,"1,237,498 "
6616,TRV,Market Cap (intraday),48.776B 
6617,TRV,Beta (5Y Monthly),0.63
6618,TRV,PE Ratio (TTM),15.82 
6619,TRV,EPS (TTM),13.46 
6620,TRV,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
6621,TRV,Forward Dividend & Yield,4.20 (1.97%)
6622,TRV,Ex-Dividend Date,"Jun 10, 2024"
6623,TRV,1y Target Est,229.76 
6624,TRMB,Previous Close,55.36 
6625,TRMB,Open,55.00 
6626,TRMB,Bid,55.41 x 300
6627,TRMB,Ask,55.54 x 300
6628,TRMB,Day's Range,54.91 - 55.56 
6629,TRMB,52 Week Range,39.57 - 65.55 
6630,TRMB,Volume,"934,973 "
6631,TRMB,Avg. Volume,"1,379,704 "
6632,TRMB,Market Cap (intraday),13.546B 
6633,TRMB,Beta (5Y Monthly),1.51
6634,TRMB,PE Ratio (TTM),57.78 
6635,TRMB,EPS (TTM),0.96 
6636,TRMB,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
6637,TRMB,Forward Dividend & Yield,--
6638,TRMB,Ex-Dividend Date,--
6639,TRMB,1y Target Est,71.00 
6640,TFC,Previous Close,36.02 
6641,TFC,Open,35.71 
6642,TFC,Bid,35.41 x 1200
6643,TFC,Ask,35.43 x 1100
6644,TFC,Day's Range,35.31 - 35.85 
6645,TFC,52 Week Range,26.57 - 40.51 
6646,TFC,Volume,"1,340,132 "
6647,TFC,Avg. Volume,"7,746,701 "
6648,TFC,Market Cap (intraday),47.529B 
6649,TFC,Beta (5Y Monthly),1.05
6650,TFC,PE Ratio (TTM),-- 
6651,TFC,EPS (TTM),-1.31 
6652,TFC,Earnings Date,"Jul 18, 2024"
6653,TFC,Forward Dividend & Yield,2.08 (5.77%)
6654,TFC,Ex-Dividend Date,"May 9, 2024"
6655,TFC,1y Target Est,42.93 
6656,TYL,Previous Close,481.42 
6657,TYL,Open,481.50 
6658,TYL,Bid,--
6659,TYL,Ask,--
6660,TYL,Day's Range,480.22 - 484.24 
6661,TYL,52 Week Range,361.16 - 500.49 
6662,TYL,Volume,"141,396 "
6663,TYL,Avg. Volume,"218,273 "
6664,TYL,Market Cap (intraday),20.457B 
6665,TYL,Beta (5Y Monthly),0.74
6666,TYL,PE Ratio (TTM),108.77 
6667,TYL,EPS (TTM),4.43 
6668,TYL,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6669,TYL,Forward Dividend & Yield,--
6670,TYL,Ex-Dividend Date,"Jan 31, 1990"
6671,TYL,1y Target Est,520.65 
6672,TSN,Previous Close,56.39 
6673,TSN,Open,56.41 
6674,TSN,Bid,--
6675,TSN,Ask,--
6676,TSN,Day's Range,56.08 - 56.76 
6677,TSN,52 Week Range,44.94 - 62.04 
6678,TSN,Volume,"1,588,047 "
6679,TSN,Avg. Volume,"2,851,538 "
6680,TSN,Market Cap (intraday),20.073B 
6681,TSN,Beta (5Y Monthly),0.75
6682,TSN,PE Ratio (TTM),-- 
6683,TSN,EPS (TTM),-1.77 
6684,TSN,Earnings Date,"Aug 5, 2024 - Aug 9, 2024"
6685,TSN,Forward Dividend & Yield,1.96 (3.48%)
6686,TSN,Ex-Dividend Date,"Aug 30, 2024"
6687,TSN,1y Target Est,60.89 
6688,USB,Previous Close,38.75 
6689,USB,Open,38.65 
6690,USB,Bid,38.60 x 1200
6691,USB,Ask,39.50 x 800
6692,USB,Day's Range,38.08 - 38.69 
6693,USB,52 Week Range,30.47 - 45.85 
6694,USB,Volume,"205,650 "
6695,USB,Avg. Volume,"7,782,673 "
6696,USB,Market Cap (intraday),59.454B 
6697,USB,Beta (5Y Monthly),1.06
6698,USB,PE Ratio (TTM),12.66 
6699,USB,EPS (TTM),3.01 
6700,USB,Earnings Date,"Jul 17, 2024"
6701,USB,Forward Dividend & Yield,1.96 (5.06%)
6702,USB,Ex-Dividend Date,"Mar 27, 2024"
6703,USB,1y Target Est,47.20 
6704,UBER,Previous Close,69.31 
6705,UBER,Open,69.28 
6706,UBER,Bid,68.40 x 1000
6707,UBER,Ask,--
6708,UBER,Day's Range,66.56 - 69.69 
6709,UBER,52 Week Range,40.09 - 82.14 
6710,UBER,Volume,"19,087,027 "
6711,UBER,Avg. Volume,"18,388,150 "
6712,UBER,Market Cap (intraday),143.341B 
6713,UBER,Beta (5Y Monthly),1.37
6714,UBER,PE Ratio (TTM),108.89 
6715,UBER,EPS (TTM),0.63 
6716,UBER,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
6717,UBER,Forward Dividend & Yield,--
6718,UBER,Ex-Dividend Date,--
6719,UBER,1y Target Est,85.84 
6720,ULTA,Previous Close,382.50 
6721,ULTA,Open,381.99 
6722,ULTA,Bid,382.55 x 100
6723,ULTA,Ask,383.03 x 100
6724,ULTA,Day's Range,380.24 - 385.27 
6725,ULTA,52 Week Range,368.02 - 574.76 
6726,ULTA,Volume,"248,276 "
6727,ULTA,Avg. Volume,"995,900 "
6728,ULTA,Market Cap (intraday),18.26B 
6729,ULTA,Beta (5Y Monthly),1.36
6730,ULTA,PE Ratio (TTM),14.93 
6731,ULTA,EPS (TTM),25.63 
6732,ULTA,Earnings Date,"Aug 22, 2024 - Aug 26, 2024"
6733,ULTA,Forward Dividend & Yield,--
6734,ULTA,Ex-Dividend Date,"Mar 16, 2012"
6735,ULTA,1y Target Est,488.63 
6736,UNP,Previous Close,227.97 
6737,UNP,Open,227.35 
6738,UNP,Bid,--
6739,UNP,Ask,--
6740,UNP,Day's Range,226.25 - 228.99 
6741,UNP,52 Week Range,194.60 - 258.66 
6742,UNP,Volume,"1,881,240 "
6743,UNP,Avg. Volume,"2,250,541 "
6744,UNP,Market Cap (intraday),139.687B 
6745,UNP,Beta (5Y Monthly),1.05
6746,UNP,PE Ratio (TTM),21.89 
6747,UNP,EPS (TTM),10.46 
6748,UNP,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6749,UNP,Forward Dividend & Yield,5.20 (2.27%)
6750,UNP,Ex-Dividend Date,"May 31, 2024"
6751,UNP,1y Target Est,267.66 
6752,UAL,Previous Close,53.03 
6753,UAL,Open,52.66 
6754,UAL,Bid,52.20 x 600
6755,UAL,Ask,55.64 x 100
6756,UAL,Day's Range,52.08 - 52.84 
6757,UAL,52 Week Range,33.68 - 58.23 
6758,UAL,Volume,"872,413 "
6759,UAL,Avg. Volume,"9,569,363 "
6760,UAL,Market Cap (intraday),17.18B 
6761,UAL,Beta (5Y Monthly),1.48
6762,UAL,PE Ratio (TTM),6.38 
6763,UAL,EPS (TTM),8.19 
6764,UAL,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
6765,UAL,Forward Dividend & Yield,--
6766,UAL,Ex-Dividend Date,"Jan 7, 2008"
6767,UAL,1y Target Est,71.28 
6768,UPS,Previous Close,137.68 
6769,UPS,Open,136.76 
6770,UPS,Bid,137.88 x 900
6771,UPS,Ask,137.95 x 800
6772,UPS,Day's Range,136.45 - 137.98 
6773,UPS,52 Week Range,133.58 - 192.98 
6774,UPS,Volume,"524,388 "
6775,UPS,Avg. Volume,"3,942,738 "
6776,UPS,Market Cap (intraday),117.822B 
6777,UPS,Beta (5Y Monthly),1.00
6778,UPS,PE Ratio (TTM),19.93 
6779,UPS,EPS (TTM),6.91 
6780,UPS,Earnings Date,"Jul 23, 2024"
6781,UPS,Forward Dividend & Yield,6.52 (4.74%)
6782,UPS,Ex-Dividend Date,"May 10, 2024"
6783,UPS,1y Target Est,160.74 
6784,URI,Previous Close,645.10 
6785,URI,Open,640.42 
6786,URI,Bid,630.00 x 800
6787,URI,Ask,665.98 x 800
6788,URI,Day's Range,632.48 - 637.34 
6789,URI,52 Week Range,387.01 - 732.37 
6790,URI,Volume,"7,034 "
6791,URI,Avg. Volume,"522,258 "
6792,URI,Market Cap (intraday),42.649B 
6793,URI,Beta (5Y Monthly),1.75
6794,URI,PE Ratio (TTM),17.24 
6795,URI,EPS (TTM),36.84 
6796,URI,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6797,URI,Forward Dividend & Yield,6.52 (1.01%)
6798,URI,Ex-Dividend Date,"May 7, 2024"
6799,URI,1y Target Est,671.33 
6800,UNH,Previous Close,495.00 
6801,UNH,Open,490.86 
6802,UNH,Bid,494.55 x 1800
6803,UNH,Ask,494.79 x 800
6804,UNH,Day's Range,490.29 - 497.78 
6805,UNH,52 Week Range,436.38 - 554.70 
6806,UNH,Volume,"2,223,107 "
6807,UNH,Avg. Volume,"4,061,266 "
6808,UNH,Market Cap (intraday),454.781B 
6809,UNH,Beta (5Y Monthly),0.59
6810,UNH,PE Ratio (TTM),30.17 
6811,UNH,EPS (TTM),16.38 
6812,UNH,Earnings Date,"Jul 12, 2024 - Jul 16, 2024"
6813,UNH,Forward Dividend & Yield,8.40 (1.70%)
6814,UNH,Ex-Dividend Date,"Jun 17, 2024"
6815,UNH,1y Target Est,575.92 
6816,VLO,Previous Close,162.42 
6817,VLO,Open,163.24 
6818,VLO,Bid,--
6819,VLO,Ask,--
6820,VLO,Day's Range,162.69 - 165.12 
6821,VLO,52 Week Range,105.66 - 184.79 
6822,VLO,Volume,"1,896,975 "
6823,VLO,Avg. Volume,"2,951,936 "
6824,VLO,Market Cap (intraday),53.889B 
6825,VLO,Beta (5Y Monthly),1.54
6826,VLO,PE Ratio (TTM),7.97 
6827,VLO,EPS (TTM),20.53 
6828,VLO,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
6829,VLO,Forward Dividend & Yield,4.28 (2.64%)
6830,VLO,Ex-Dividend Date,"May 30, 2024"
6831,VLO,1y Target Est,185.88 
6832,VTR,Previous Close,49.71 
6833,VTR,Open,49.62 
6834,VTR,Bid,50.08 x 800
6835,VTR,Ask,50.06 x 900
6836,VTR,Day's Range,49.26 - 50.33 
6837,VTR,52 Week Range,39.33 - 50.99 
6838,VTR,Volume,"1,527,740 "
6839,VTR,Avg. Volume,"2,277,257 "
6840,VTR,Market Cap (intraday),20.198B 
6841,VTR,Beta (5Y Monthly),1.35
6842,VTR,PE Ratio (TTM),-- 
6843,VTR,EPS (TTM),-0.16 
6844,VTR,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
6845,VTR,Forward Dividend & Yield,1.80 (3.62%)
6846,VTR,Ex-Dividend Date,"Jul 1, 2024"
6847,VTR,1y Target Est,52.90 
6848,VRSK,Previous Close,263.48 
6849,VRSK,Open,262.74 
6850,VRSK,Bid,263.48 x 100
6851,VRSK,Ask,263.98 x 100
6852,VRSK,Day's Range,261.27 - 264.00 
6853,VRSK,52 Week Range,215.32 - 264.94 
6854,VRSK,Volume,"75,044 "
6855,VRSK,Avg. Volume,"925,957 "
6856,VRSK,Market Cap (intraday),37.628B 
6857,VRSK,Beta (5Y Monthly),0.83
6858,VRSK,PE Ratio (TTM),48.13 
6859,VRSK,EPS (TTM),5.48 
6860,VRSK,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
6861,VRSK,Forward Dividend & Yield,1.56 (0.59%)
6862,VRSK,Ex-Dividend Date,"Jun 14, 2024"
6863,VRSK,1y Target Est,254.35 
6864,VZ,Previous Close,40.41 
6865,VZ,Open,40.29 
6866,VZ,Bid,40.40 x 1300
6867,VZ,Ask,40.41 x 1800
6868,VZ,Day's Range,40.23 - 40.58 
6869,VZ,52 Week Range,30.14 - 43.42 
6870,VZ,Volume,"2,530,783 "
6871,VZ,Avg. Volume,"17,824,141 "
6872,VZ,Market Cap (intraday),169.738B 
6873,VZ,Beta (5Y Monthly),0.41
6874,VZ,PE Ratio (TTM),15.10 
6875,VZ,EPS (TTM),2.67 
6876,VZ,Earnings Date,"Jul 22, 2024"
6877,VZ,Forward Dividend & Yield,2.66 (6.58%)
6878,VZ,Ex-Dividend Date,"Jul 10, 2024"
6879,VZ,1y Target Est,44.81 
6880,VRTX,Previous Close,483.28 
6881,VRTX,Open,481.82 
6882,VRTX,Bid,479.61 x 100
6883,VRTX,Ask,480.45 x 100
6884,VRTX,Day's Range,478.38 - 482.23 
6885,VRTX,52 Week Range,335.82 - 486.43 
6886,VRTX,Volume,"184,275 "
6887,VRTX,Avg. Volume,"1,081,209 "
6888,VRTX,Market Cap (intraday),123.869B 
6889,VRTX,Beta (5Y Monthly),0.41
6890,VRTX,PE Ratio (TTM),31.13 
6891,VRTX,EPS (TTM),15.42 
6892,VRTX,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
6893,VRTX,Forward Dividend & Yield,--
6894,VRTX,Ex-Dividend Date,--
6895,VRTX,1y Target Est,468.51 
6896,VTRS,Previous Close,10.51 
6897,VTRS,Open,10.45 
6898,VTRS,Bid,10.48 x 100
6899,VTRS,Ask,10.49 x 100
6900,VTRS,Day's Range,10.36 - 10.49 
6901,VTRS,52 Week Range,8.74 - 13.62 
6902,VTRS,Volume,"1,153,553 "
6903,VTRS,Avg. Volume,"7,707,523 "
6904,VTRS,Market Cap (intraday),12.49B 
6905,VTRS,Beta (5Y Monthly),0.97
6906,VTRS,PE Ratio (TTM),-- 
6907,VTRS,EPS (TTM),-0.05 
6908,VTRS,Earnings Date,"Aug 5, 2024 - Aug 9, 2024"
6909,VTRS,Forward Dividend & Yield,0.48 (4.56%)
6910,VTRS,Ex-Dividend Date,"May 23, 2024"
6911,VTRS,1y Target Est,15.57 
6912,VICI,Previous Close,28.44 
6913,VICI,Open,28.09 
6914,VICI,Bid,28.25 x 1800
6915,VICI,Ask,28.27 x 1300
6916,VICI,Day's Range,28.08 - 28.55 
6917,VICI,52 Week Range,26.62 - 33.40 
6918,VICI,Volume,"4,015,724 "
6919,VICI,Avg. Volume,"6,337,715 "
6920,VICI,Market Cap (intraday),29.595B 
6921,VICI,Beta (5Y Monthly),0.93
6922,VICI,PE Ratio (TTM),11.26 
6923,VICI,EPS (TTM),2.52 
6924,VICI,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
6925,VICI,Forward Dividend & Yield,1.66 (5.85%)
6926,VICI,Ex-Dividend Date,"Jun 18, 2024"
6927,VICI,1y Target Est,35.17 
6928,V,Previous Close,275.04 
6929,V,Open,274.54 
6930,V,Bid,273.19 x 900
6931,V,Ask,273.23 x 800
6932,V,Day's Range,272.64 - 274.86 
6933,V,52 Week Range,221.37 - 290.96 
6934,V,Volume,"1,251,872 "
6935,V,Avg. Volume,"6,924,231 "
6936,V,Market Cap (intraday),559.046B 
6937,V,Beta (5Y Monthly),0.97
6938,V,PE Ratio (TTM),30.56 
6939,V,EPS (TTM),8.94 
6940,V,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
6941,V,Forward Dividend & Yield,2.08 (0.76%)
6942,V,Ex-Dividend Date,"May 16, 2024"
6943,V,1y Target Est,287.94 
6944,VST,Previous Close,88.22 
6945,VST,Open,87.81 
6946,VST,Bid,90.24 x 900
6947,VST,Ask,90.33 x 1100
6948,VST,Day's Range,87.56 - 91.40 
6949,VST,52 Week Range,24.60 - 107.24 
6950,VST,Volume,"2,651,790 "
6951,VST,Avg. Volume,"8,173,022 "
6952,VST,Market Cap (intraday),31.641B 
6953,VST,Beta (5Y Monthly),1.05
6954,VST,PE Ratio (TTM),55.87 
6955,VST,EPS (TTM),1.63 
6956,VST,Earnings Date,"Aug 7, 2024 - Aug 12, 2024"
6957,VST,Forward Dividend & Yield,0.87 (0.99%)
6958,VST,Ex-Dividend Date,"Jun 18, 2024"
6959,VST,1y Target Est,109.17 
6960,WRB,Previous Close,79.61 
6961,WRB,Open,79.96 
6962,WRB,Bid,--
